0,CHÀO BẠN,*,*,Xin chào#Comma mình có thể giúp được gì nhỉ ?,dulieu.aiml
0,HELLO, TƯ VẤN HỘ MÌNH CÁI NÀY VỚI,*,*,Vâng ạ#Comma mình có thể giúp được gì nhỉ ?,dulieu.aiml
0,BẠN CÓ TIVI KHÔNG ?,*,*,Bên mình có khá nhiều loại#Comma bạn muốn loại nào ạ,dulieu.aiml
0,MÌNH MUỐN MUA TV LG,*,*,Mình có Smart Tivi LG 4K 43 inch 43UK6340PTF#Comma LG 32 inch 32LK540BPTA ... và nhiều sản phẩm khác nữa,dulieu.aiml
0,BẠN CÓ THỂ HƯỚNG DẪN CHI TIẾT CHO MÌNH KHÔNG,*,*,Trong trang web của công ty#Comma bạn click vào menu rồi chọn sản phẩm tương ứng nhé#Comma Còn không để mình share link#NewlineLink là: nangluongxanh.com/danhmuc/sanpham,dulieu.aiml
0,TUYỆT VỜI, CẢM ƠN BẠN NHÉ,*,*,Không có gì ạ#Comma bạn cứ lựa chọn đi#Comma thắc mắc chỗ nào thì nhắn lại mình nhé,dulieu.aiml
0,MÌNH MUỐN MUA TỦ LẠNH,*,*,Trong trang web của công ty#Comma bạn click vào menu rồi chọn sản phẩm tương ứng nhé#Comma Còn không để mình share link#NewlineLink là: nangluongxanh.com/danhmuc/sanpham,dulieu.aiml
0,MÌNH MUỐN MUA MÁY GIẶT,*,*,Trong trang web của công ty#Comma bạn click vào menu rồi chọn sản phẩm tương ứng nhé#Comma Còn không để mình share link#NewlineLink là: nangluongxanh.com/danhmuc/sanpham,dulieu.aiml
0,MÌNH MUỐN MUA ĐIỀU HÒA,*,*,Trong trang web của công ty#Comma bạn click vào menu rồi chọn sản phẩm tương ứng nhé#Comma Còn không để mình share link#NewlineLink là: nangluongxanh.com/danhmuc/sanpham,dulieu.aiml
0,_ MUA ĐIỀU HÒA,*,*,Trong trang web của công ty#Comma bạn click vào menu rồi chọn sản phẩm tương ứng nhé#Comma Còn không để mình share link#NewlineLink là: nangluongxanh.com/danhmuc/sanpham,dulieu.aiml
0,MUA ĐIỀU HÒA *,*,*,Trong trang web của công ty#Comma bạn click vào menu rồi chọn sản phẩm tương ứng nhé#Comma Còn không để mình share link#NewlineLink là: nangluongxanh.com/danhmuc/sanpham,dulieu.aiml
0,_ MUA ĐIỀU HÒA *,*,*,Trong trang web của công ty#Comma bạn click vào menu rồi chọn sản phẩm tương ứng nhé#Comma Còn không để mình share link#NewlineLink là: nangluongxanh.com/danhmuc/sanpham,dulieu.aiml
0,THANH TOÁN THẾ*,*,*,Bên mình thanh toán qua thẻ visa hoặc thanh toán trực tiếp tại quầy nhé,dulieu.aiml
0,BÊN MÌNH CÓ HỖ TRỢ TRẢ GÓP KHÔNG ?,*,*,Dạ#Comma cũng tùy loại sản phẩm bạn nhé#Comma#NewlineChi tiết bạn xem link dưới đây giúp mình:#Newlinenangluongxanh.com/danhmuc/sanpham,dulieu.aiml
0,CẢM ƠN,*,*,Dạ#Comma Không có gì#Comma được hỗ trợ quý khách là niềm vinh dự cho bọn mình.,dulieu.aiml
0,BẠN TÊN GÌ ĐÓ NHỈ ?,*,*,Dạ#Comma mình là chatbot#Comma hi vọng được hỗ trợ quý khách ngày hôm nay.,dulieu.aiml
0,CAM ON,*,*,Dạ#Comma Không có gì#Comma được hỗ trợ quý khách là niềm vinh dự cho bọn mình.,dulieu.aiml
0,TẠM BIỆT NHÉ,*,*,Dạ#Comma Không có gì#Comma được hỗ trợ quý khách là niềm vinh dự cho bọn mình.,dulieu.aiml
0,ĐỊA CHỈ CÔNG TY MÌNH Ở ĐÂU ĐÓ NHỈ,*,*,Dạ#Comma Cty mình chi nhánh Đà Nẵng - số 03 đường Quang Trung ạ.,dulieu.aiml
0,BÊN MÌNH CÓ HỖ TRỢ SHIP HÀNG KHÔNG ?,*,*,Anh/Chị cứ yên tâm#Comma khi mua hàng thì bên mình free ship nhé.,dulieu.aiml
0,XIN CHÀO,*,*,Em Chatbot là một ứng dụng trả lời tự động các câu hỏi từ các thượng đế của Năng lượng xanh. Đừng làm khó em với những câu hỏi quá phức tạp,dulieu.aiml
0,CÁC SẢN PHẨM HOT,*,*,Năng lượng xanh đang có nhưng sản phẩm điện máy của các hãng như LG#Comma SONY#Comma PANASONIC...,dulieu.aiml
0,KHUYẾN MÃI,*,*,Năng lượng xanh đang có chương trình khuyến mãi giảm 50% cho tất cả các sản phẩm đến từ hảng LG,dulieu.aiml
